TICKER,SECTOR,INDUSTRY
PSA,Real Estate,REIT—Industrial
HCI,Financial Services,Insurance—Property & Casualty
TFSA,Fund,
ACRO,Financial Services,Shell Companies
KBR,Industrials,Engineering & Construction
XSNX,Healthcare,Biotechnology
BYRN,Industrials,Aerospace & Defense
HNGR,Healthcare,Medical Care Facilities
IDE,Financial Services,Asset Management
GMRE,Real Estate,REIT—Healthcare Facilities
CSR,Real Estate,REIT—Residential
PIK,Consumer Cyclical,Internet Retail
PHT,Financial Services,Asset Management
IOGPQ,Energy,Oil & Gas Equipment & Services
MSSA,Financial Services,Shell Companies
ELVT,Financial Services,Credit Services
BLDE,Industrials,Airports & Air Services
PTE,Healthcare,Biotechnology
EXP,Basic Materials,Building Materials
VCOR,Fund,
BB,Technology,Software—Infrastructure
ORN,Industrials,Engineering & Construction
MIXT,Technology,Software—Application
EZFL,Technology,Software—Application
IMAC,Fund,
OLN,Basic Materials,Specialty Chemicals
BRP,Financial Services,Insurance Brokers
COUP,Technology,Software—Application
DOC,Real Estate,REIT—Healthcare Facilities
ENFN,Technology,Software—Application
HFRO,Financial Services,Asset Management
UNIR,Consumer Cyclical,Textile Manufacturing
FORG,Technology,Software—Infrastructure
SBTX,Healthcare,Biotechnology
AINC,Financial Services,Asset Management
ISR,Healthcare,Medical Devices
OMEX,Industrials,Specialty Business Services
ADC,Real Estate,REIT—Retail
PAA,Energy,Oil & Gas Midstream
FFWM,Financial Services,Banks—Regional
HEAR,Technology,Consumer Electronics
LOGI,Technology,Computer Hardware
PHIO,Healthcare,Biotechnology
HLMN,Industrials,Tools & Accessories
CEVA,Technology,Semiconductors
TCMD,Healthcare,Medical Devices
IMXI,Technology,Software—Infrastructure
LNFA,Fund,
HNI,Industrials,Business Equipment & Supplies
DFP,Financial Services,Asset Management
G,Technology,Information Technology Services
BDRY,Fund,
OPRX,Healthcare,Health Information Services
CHW,Financial Services,Asset Management
XERI,Industrials,Aerospace & Defense
INT,Energy,Oil & Gas Refining & Marketing
PTVE,Consumer Cyclical,Packaging & Containers
TISI,Industrials,Specialty Business Services
AJX,Real Estate,REIT—Mortgage
PFHC,Energy,Oil & Gas Equipment & Services
BLMN,Consumer Cyclical,Restaurants
ETON,Healthcare,Biotechnology
FOF,Financial Services,Asset Management
BUKS,Industrials,Aerospace & Defense
SITC,Real Estate,REIT—Retail
BRFH,Consumer Defensive,Beverages—Non-Alcoholic
DOV,Industrials,Specialty Industrial Machinery
GANX,Healthcare,Biotechnology
PARR,Energy,Oil & Gas Refining & Marketing
IINX,Technology,Electronic Components
ALG,Industrials,Farm & Heavy Construction Machinery
SOV,Fund,
TVOG,Consumer Defensive,Household & Personal Products
SHUA,Financial Services,Shell Companies
RVLP,Healthcare,Biotechnology
VMD,Healthcare,Medical Devices
CEIX,Energy,Thermal Coal
SBCF,Financial Services,Banks—Regional
IBOC,Financial Services,Banks—Regional
PCVX,Healthcare,Biotechnology
HEES,Industrials,Rental & Leasing Services
TEN,Consumer Cyclical,Auto Parts
ATAK,Financial Services,Shell Companies
WVE,Healthcare,Biotechnology
NISN,Financial Services,Credit Services
XRX,Technology,Information Technology Services
MRNA,Healthcare,Biotechnology
AMEH,Healthcare,Medical Care Facilities
RES,Energy,Oil & Gas Equipment & Services
CPSI,Healthcare,Health Information Services
PRCH,Technology,Software—Application
MACA,Financial Services,Shell Companies
NVT,Industrials,Electrical Equipment & Parts
FSSN,Technology,Software—Application
UWMC,Financial Services,Mortgage Finance
VMW,Technology,Software—Infrastructure
CCF,Basic Materials,Specialty Chemicals
BOKF,Financial Services,Banks—Regional
ASGI,Fund,
JUVF,Financial Services,Banks—Regional
AKBA,Healthcare,Biotechnology
TGAN,Technology,Semiconductor Equipment & Materials
FTAA,Financial Services,Shell Companies
DBX,Technology,Software—Infrastructure
OXY,Energy,Oil & Gas E&P
SSRM,Basic Materials,Gold
RHP,Real Estate,REIT—Hotel & Motel
INVH,Real Estate,REIT—Residential
INAQ,Financial Services,Shell Companies
CTLP,Technology,Information Technology Services
NWYU,Healthcare,Drug Manufacturers—Specialty & Generic
BSQR,Technology,Software—Application
RPRX,Healthcare,Biotechnology
BFAM,Consumer Cyclical,Personal Services
NRIM,Financial Services,Banks—Regional
TREX,Industrials,Building Products & Equipment
CPSH,Technology,Electronic Components
MED,Consumer Cyclical,Personal Services
JJSF,Consumer Defensive,Packaged Foods
APPF,Technology,Software—Application
DNAC,Fund,
AVAH,Healthcare,Medical Care Facilities
CTEK,Technology,Information Technology Services
RPID,Healthcare,Medical Devices
ACAB,Financial Services,Shell Companies
MHO,Consumer Cyclical,Residential Construction
FIZZ,Consumer Defensive,Beverages—Non-Alcoholic
ELA,Consumer Cyclical,Luxury Goods
AON,Financial Services,Insurance Brokers
KSS,Consumer Cyclical,Department Stores
BNNR,Financial Services,Shell Companies
CRK,Energy,Oil & Gas E&P
ORGN,Basic Materials,Chemicals
RDFN,Real Estate,Real Estate Services
MASS,Healthcare,Medical Devices
APCX,Technology,Software—Infrastructure
QNST,Communication Services,Advertising Agencies
HLVX,Healthcare,Biotechnology
KMX,Consumer Cyclical,Auto & Truck Dealerships
SPWH,Consumer Cyclical,Specialty Retail
FSTR,Industrials,Railroads
FFC,Financial Services,Asset Management
TBNK,Financial Services,Banks—Regional
AMOT,Technology,Electronic Components
RXRX,Healthcare,Biotechnology
OMER,Healthcare,Biotechnology
KTOS,Industrials,Aerospace & Defense
WOOF,Consumer Cyclical,Specialty Retail
FTAI,Industrials,Rental & Leasing Services
CAKE,Consumer Cyclical,Restaurants
HIG,Financial Services,Insurance—Diversified
VASO,Healthcare,Health Information Services
SGU,Energy,Oil & Gas Refining & Marketing
INBP,Consumer Defensive,Packaged Foods
QTWO,Technology,Software—Application
R,Industrials,Rental & Leasing Services
DIT,Consumer Defensive,Food Distribution
MPRA,Financial Services,Shell Companies
AWF,Financial Services,Asset Management
PMN,Healthcare,Biotechnology
BLI,Healthcare,Biotechnology
GUG,Fund,
BXC,Industrials,Building Products & Equipment
IP,Consumer Cyclical,Packaging & Containers
VLD,Technology,Computer Hardware
APTO,Healthcare,Biotechnology
BASE,Technology,Software—Infrastructure
TRIS,Financial Services,Shell Companies
AMSC,Industrials,Specialty Industrial Machinery
IRIX,Healthcare,Medical Devices
SG,Consumer Cyclical,Restaurants
TGHI,Technology,Software—Application
CHTR,Communication Services,Telecom Services
PCAR,Industrials,Farm & Heavy Construction Machinery
EPRT,Real Estate,REIT—Diversified
MRUS,Healthcare,Biotechnology
VCTR,Financial Services,Asset Management
CXM,Technology,Software—Application
MJNE,Healthcare,Drug Manufacturers—Specialty & Generic
ROCG,Financial Services,Shell Companies
MRBK,Financial Services,Banks—Regional
WTRE,Fund,
BFC,Financial Services,Banks—Regional
GBTG,Technology,Software—Application
SCHW,Financial Services,Capital Markets
CELZ,Healthcare,Biotechnology
OAK-PA,Fund,
DOCS,Healthcare,Health Information Services
MTAC,Financial Services,Shell Companies
ARES,Financial Services,Asset Management
WAFD,Financial Services,Banks—Regional
CLDT,Real Estate,REIT—Hotel & Motel
FHLT,Financial Services,Shell Companies
FTF,Financial Services,Asset Management
HTAQ,Financial Services,Shell Companies
PSPC,Financial Services,Shell Companies
FTI,Energy,Oil & Gas Equipment & Services
QCOM,Technology,Semiconductors
CWBHF,Healthcare,Drug Manufacturers—Specialty & Generic
MAT,Consumer Cyclical,Leisure
RDGA,Financial Services,Shell Companies
MULN,Consumer Cyclical,Auto Manufacturers
PMO,Financial Services,Asset Management
SGH,Technology,Semiconductors
PZZA,Consumer Cyclical,Restaurants
HWC,Financial Services,Banks—Regional
RHI,Industrials,Staffing & Employment Services
NDAC,Financial Services,Shell Companies
WSM,Consumer Cyclical,Specialty Retail
USWS,Energy,Oil & Gas Equipment & Services
LVS,Consumer Cyclical,Resorts & Casinos
HCMC,Consumer Defensive,Grocery Stores
WLY,Communication Services,Publishing
ISCB,Fund,
CCXI,Healthcare,Biotechnology
EVM,Financial Services,Asset Management
ASAQ,Financial Services,Shell Companies
PPG,Basic Materials,Specialty Chemicals
HHS,Communication Services,Advertising Agencies
ILMN,Healthcare,Diagnostics & Research
WTT,Technology,Communication Equipment
AMWD,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ASO,Consumer Cyclical,Specialty Retail
ISPO,Consumer Cyclical,Leisure
EXTN,Energy,Oil & Gas Equipment & Services
EXD,Financial Services,Asset Management
INFU,Healthcare,Medical Instruments & Supplies
KLIC,Technology,Semiconductor Equipment & Materials
IIIV,Technology,Software—Infrastructure
CLSK,Technology,Software—Application
IIPR,Real Estate,REIT—Industrial
PASG,Healthcare,Biotechnology
FCEL,Industrials,Electrical Equipment & Parts
BLUE,Healthcare,Biotechnology
PTZH,Consumer Cyclical,Specialty Retail
CGTX,Healthcare,Biotechnology
POR,Utilities,Utilities—Regulated Electric
GGT,Financial Services,Asset Management
RYAN,Financial Services,Insurance—Specialty
USAP,Basic Materials,Steel
CFG,Financial Services,Banks—Regional
BIIB,Healthcare,Drug Manufacturers—General
DDD,Technology,Computer Hardware
GGN,Financial Services,Asset Management
CORR,Real Estate,REIT—Diversified
PPCB,Healthcare,Biotechnology
TMKR,Financial Services,Shell Companies
EMD,Financial Services,Asset Management
KVSC,Financial Services,Shell Companies
BIXT,Healthcare,Biotechnology
AKIC,Financial Services,Shell Companies
FNKO,Consumer Cyclical,Leisure
AHRN,Financial Services,Shell Companies
KDP,Consumer Defensive,Beverages—Non-Alcoholic
SMG,Basic Materials,Agricultural Inputs
WWW,Consumer Cyclical,Footwear & Accessories
GORO,Basic Materials,Gold
KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
POWW,Industrials,Aerospace & Defense
ME,Healthcare,Diagnostics & Research
CMCT,Real Estate,REIT—Office
AN,Consumer Cyclical,Auto & Truck Dealerships
FTDR,Consumer Cyclical,Personal Services
PRPC,Financial Services,Shell Companies
SZZL,Financial Services,Shell Companies
TGNA,Communication Services,Broadcasting
ETN,Industrials,Specialty Industrial Machinery
SPLK,Technology,Software—Infrastructure
FSEA,Financial Services,Banks—Regional
PZC,Financial Services,Asset Management
SHRG,Consumer Defensive,Packaged Foods
ETWO,Technology,Software—Application
RVPH,Healthcare,Biotechnology
SBSAA,Communication Services,Broadcasting
LXFR,Industrials,Specialty Industrial Machinery
MNKD,Healthcare,Biotechnology
RELI,Financial Services,Insurance Brokers
NXRT,Real Estate,REIT—Residential
VIAV,Technology,Communication Equipment
GGMC,Financial Services,Shell Companies
ITOX,Technology,Computer Hardware
SNTI,Healthcare,Biotechnology
PUMP,Energy,Oil & Gas Equipment & Services
MFM,Financial Services,Asset Management
ODP,Consumer Cyclical,Specialty Retail
MXE,Financial Services,Asset Management
SBEV,Consumer Defensive,Beverages—Brewers
ATCX,Industrials,Engineering & Construction
ASPN,Industrials,Building Products & Equipment
ALXO,Healthcare,Biotechnology
VCSA,Technology,Software—Application
RCEL,Healthcare,Medical Devices
QQQX,Financial Services,Asset Management
CDNS,Technology,Software—Application
SLAM,Financial Services,Shell Companies
INBX,Healthcare,Biotechnology
WOLV,Fund,
SMPL,Consumer Defensive,Packaged Foods
ARE,Real Estate,REIT—Office
PSMT,Consumer Defensive,Discount Stores
CMCO,Industrials,Farm & Heavy Construction Machinery
EXC,Utilities,Utilities—Regulated Electric
LIN,Basic Materials,Specialty Chemicals
KNSA,Healthcare,Biotechnology
HSON,Industrials,Staffing & Employment Services
IONI,Technology,Software—Application
SFRX,Industrials,Specialty Business Services
CC,Basic Materials,Specialty Chemicals
LOCC,Financial Services,Shell Companies
ETG,Financial Services,Asset Management
TMP,Financial Services,Banks—Regional
CMPO,Industrials,Metal Fabrication
GLP,Energy,Oil & Gas Midstream
DOMO,Technology,Software—Application
RMTI,Healthcare,Drug Manufacturers—Specialty & Generic
ORTX,Healthcare,Biotechnology
SEE,Consumer Cyclical,Packaging & Containers
PTPI,Healthcare,Drug Manufacturers—Specialty & Generic
LPTV,Communication Services,Broadcasting
WPCB,Financial Services,Shell Companies
PUCK,Financial Services,Shell Companies
MAIN,Financial Services,Asset Management
SWM,Fund,
TWN,Financial Services,Asset Management
CWRK,Technology,Software—Application
AIF,Financial Services,Asset Management
AVB,Real Estate,REIT—Residential
PAG,Consumer Cyclical,Auto & Truck Dealerships
NSL,Financial Services,Asset Management
EVIO,Healthcare,Drug Manufacturers—Specialty & Generic
PZG,Basic Materials,Gold
PRTK,Healthcare,Biotechnology
TALS,Healthcare,Biotechnology
PK,Real Estate,REIT—Hotel & Motel
AZTA,Healthcare,Medical Instruments & Supplies
HZN,Consumer Cyclical,Auto Parts
UTI,Consumer Defensive,Education & Training Services
DICE,Healthcare,Biotechnology
FXBY,Financial Services,Asset Management
DALS,Financial Services,Shell Companies
WBSR,Technology,Software—Application
QRON,Healthcare,Biotechnology
ARMT,Fund,
VIHD,Utilities,Utilities—Renewable
FSBW,Financial Services,Banks—Regional
SLM,Financial Services,Credit Services
JAQC,Financial Services,Shell Companies
AQMS,Industrials,Waste Management
BLNG,Financial Services,Shell Companies
MCVT,Fund,
SMIT,Technology,Scientific & Technical Instruments
BRLT,Consumer Cyclical,Luxury Goods
AVRO,Healthcare,Biotechnology
AUS,Financial Services,Shell Companies
SMSI,Technology,Software—Application
CLB,Energy,Oil & Gas Equipment & Services
TLCC,Consumer Defensive,Packaged Foods
CSBB,Financial Services,Banks—Regional
NEPT,Healthcare,Drug Manufacturers—Specialty & Generic
FST,Financial Services,Shell Companies
PLSH,Healthcare,Drug Manufacturers—Specialty & Generic
GLO,Financial Services,Asset Management
DSS,Consumer Cyclical,Packaging & Containers
INDB,Financial Services,Banks—Regional
EVOL,Technology,Software—Application
XXII,Consumer Defensive,Tobacco
KOP,Basic Materials,Specialty Chemicals
SMM,Financial Services,Asset Management
POLA,Industrials,Electrical Equipment & Parts
CVGW,Consumer Defensive,Food Distribution
GDEN,Consumer Cyclical,Resorts & Casinos
CVMCA,Fund,
ARCB,Industrials,Trucking
UBX,Healthcare,Biotechnology
MHF,Financial Services,Asset Management
GDDY,Technology,Software—Infrastructure
AVID,Communication Services,Electronic Gaming & Multimedia
NUW,Financial Services,Asset Management
MBTC,Financial Services,Shell Companies
HLT,Consumer Cyclical,Lodging
LCA,Financial Services,Shell Companies
TWND,Financial Services,Shell Companies
NSA,Real Estate,REIT—Industrial
UI,Technology,Communication Equipment
JCI,Industrials,Building Products & Equipment
SAVE,Industrials,Airlines
CCBG,Financial Services,Banks—Regional
MCAE,Financial Services,Shell Companies
CHTH,Real Estate,REIT—Healthcare Facilities
SIEN,Healthcare,Medical Devices
LITT,Financial Services,Shell Companies
NATR,Consumer Defensive,Packaged Foods
AERC,Industrials,Pollution & Treatment Controls
BBWI,Consumer Cyclical,Specialty Retail
HWKE,Industrials,Aerospace & Defense
OFIX,Healthcare,Medical Devices
CRS,Industrials,Metal Fabrication
CMBM,Technology,Communication Equipment
COOK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SPRO,Healthcare,Biotechnology
RITM,Real Estate,REIT—Mortgage
NML,Financial Services,Asset Management
ATRYX,Fund,
WSTG,Technology,Electronics & Computer Distribution
CENX,Basic Materials,Aluminum
INSW,Energy,Oil & Gas Midstream
NOTE,Technology,Information Technology Services
BKSC,Financial Services,Banks—Regional
ISBA,Financial Services,Banks—Regional
BHG,Healthcare,Healthcare Plans
ISUN,Technology,Solar
ZD,Communication Services,Advertising Agencies
SNSE,Healthcare,Biotechnology
NHS,Financial Services,Asset Management
LGND,Healthcare,Biotechnology
FRON,Financial Services,Shell Companies
WFC,Financial Services,Banks—Diversified
CLAA,Financial Services,Shell Companies
ACST,Healthcare,Biotechnology
FOXA,Communication Services,Entertainment
JPT,Fund,
NUO,Financial Services,Asset Management
WDC,Technology,Computer Hardware
TCON,Healthcare,Biotechnology
RESI,Fund,
SAI,Financial Services,Capital Markets
HMST,Financial Services,Banks—Regional
STEP,Financial Services,Asset Management
GWW,Industrials,Industrial Distribution
VFF,Consumer Defensive,Farm Products
LDI,Financial Services,Mortgage Finance
FAST,Industrials,Industrial Distribution
ZTR,Financial,Closed-End Fund - Equity
CPPTL,Fund,
NVTA,Healthcare,Diagnostics & Research
FOR,Real Estate,Real Estate—Development
RDVT,Technology,Software—Application
EVEX,Industrials,Aerospace & Defense
DRQ,Energy,Oil & Gas Equipment & Services
CVLT,Technology,Software—Application
CCLP,Energy,Oil & Gas Equipment & Services
QEGY,Fund,
MN,Financial Services,Asset Management
VAC,Consumer Cyclical,Resorts & Casinos
NLIT,Financial Services,Shell Companies
GEF,Consumer Cyclical,Packaging & Containers
VRCA,Healthcare,Biotechnology
USM,Communication Services,Telecom Services
TRIQ,Technology,Software—Application
ADTN,Technology,Communication Equipment
PENN,Consumer Cyclical,Resorts & Casinos
WWR,Basic Materials,Other Industrial Metals & Mining
ACCO,Industrials,Business Equipment & Supplies
ZZLL,Communication Services,Internet Content & Information
BGFV,Consumer Cyclical,Specialty Retail
LGTO,Financial Services,Shell Companies
REE,Consumer Cyclical,Recreational Vehicles
DBTX,Healthcare,Biotechnology
AADI,Healthcare,Biotechnology
HGV,Consumer Cyclical,Resorts & Casinos
AEE,Utilities,Utilities—Regulated Electric
LKQ,Consumer Cyclical,Auto Parts
RNP,Financial Services,Asset Management
INDT,Real Estate,Real Estate Services
APP,Technology,Software—Application
SSAA,Financial Services,Shell Companies
IPSI,Technology,Information Technology Services
GATO,Basic Materials,Other Precious Metals & Mining
HHLA,Financial Services,Shell Companies
CTLT,Healthcare,Drug Manufacturers—Specialty & Generic
DISH,Communication Services,Telecom Services
ENOB,Healthcare,Biotechnology
SESN,Healthcare,Biotechnology
CCAP,Financial Services,Asset Management
LWLG,Basic Materials,Specialty Chemicals
GNTY,Financial Services,Banks—Regional
GSBC,Financial Services,Banks—Regional
VITL,Consumer Defensive,Farm Products
SELF,Real Estate,REIT—Industrial
ZBH,Healthcare,Medical Devices
WAVD,Technology,Information Technology Services
GDMK,Consumer Defensive,Packaged Foods
TAUG,Healthcare,Drug Manufacturers—Specialty & Generic
VRT,Industrials,Electrical Equipment & Parts
EMKR,Technology,Semiconductors
PIRS,Healthcare,Biotechnology
VRM,Consumer Cyclical,Auto & Truck Dealerships
SR,Utilities,Utilities—Regulated Gas
EVA,Basic Materials,Lumber & Wood Production
XTNT,Healthcare,Medical Devices
RA,Financial Services,Asset Management
ERAS,Healthcare,Biotechnology
VZIO,Technology,Consumer Electronics
SQ,Technology,Software—Infrastructure
CEV,Financial Services,Asset Management
KYMR,Healthcare,Biotechnology
AMPI,Financial Services,Shell Companies
PHR,Healthcare,Health Information Services
SBT,Financial Services,Banks—Regional
MUX,Basic Materials,Other Precious Metals & Mining
PLBC,Financial Services,Banks—Regional
VORB,Industrials,Aerospace & Defense
PANA,Financial Services,Shell Companies
ADGI,Healthcare,Biotechnology
GPN,Industrials,Specialty Business Services
RNAZ,Healthcare,Biotechnology
VKI,Financial Services,Asset Management
EYES,Healthcare,Medical Devices
ACRG,Basic Materials,Other Precious Metals & Mining
URGN,Healthcare,Biotechnology
HSTI,Healthcare,Drug Manufacturers—Specialty & Generic
AAME,Financial Services,Insurance—Life
LNG,Energy,Oil & Gas Midstream
PKOH,Industrials,Specialty Industrial Machinery
CMGO,Communication Services,Advertising Agencies
BIOL,Healthcare,Medical Devices
SWZ,Financial Services,Asset Management
UPS,Industrials,Integrated Freight & Logistics
SNPX,Healthcare,Biotechnology
AVNW,Technology,Communication Equipment
WSFT,Fund,
DUOL,Technology,Software—Application
MAGE,Basic Materials,Other Precious Metals & Mining
RELY,Technology,Software—Infrastructure
MFBP,Financial Services,Banks—Regional
L,Financial Services,Insurance—Property & Casualty
DSGN,Healthcare,Biotechnology
PWFL,Technology,Communication Equipment
FNCB,Financial Services,Banks—Regional
TMDX,Healthcare,Medical Devices
KMPR,Financial Services,Insurance—Property & Casualty
TGLS,Basic Materials,Building Materials
BXP,Real Estate,REIT—Office
ZNOG,Energy,Oil & Gas E&P
ATHA,Healthcare,Biotechnology
FVTI,Consumer Cyclical,Specialty Retail
OCN,Financial Services,Mortgage Finance
DEN,Energy,Oil & Gas E&P
CING,Healthcare,Biotechnology
CARV,Financial Services,Banks—Regional
APRN,Consumer Cyclical,Internet Retail
META,Communication Services,Internet Content & Information
NREF,Real Estate,REIT—Mortgage
VIRT,Financial Services,Capital Markets
IGMS,Healthcare,Biotechnology
PSGI,Industrials,Security & Protection Services
DFH,Consumer Cyclical,Residential Construction
LNW,Consumer Cyclical,Gambling
ATNI,Communication Services,Telecom Services
DSP,Technology,Software—Application
RSRV,Energy,Oil & Gas E&P
ICCT,Healthcare,Health Information Services
SD,Energy,Oil & Gas E&P
INRE,Real Estate,REIT—Diversified
TVTX,Healthcare,Biotechnology
FNGR,Communication Services,Telecom Services
GLV,Financial Services,Asset Management
NIHK,Real Estate,Real Estate—Diversified
PFHO,Healthcare,Healthcare Plans
RMR,Real Estate,Real Estate Services
JETMF,Industrials,Airlines
COUR,Consumer Defensive,Education & Training Services
VTRS,Healthcare,Drug Manufacturers—Specialty & Generic
MDIA,Communication Services,Broadcasting
FUNC,Financial Services,Banks—Regional
PACW,Financial Services,Banks—Regional
NAII,Consumer Defensive,Packaged Foods
TWLV,Financial Services,Shell Companies
FRGE,Technology,Software—Application
SLNG,Energy,Oil & Gas Integrated
RIGL,Healthcare,Biotechnology
DBL,Financial Services,Asset Management
LTRX,Technology,Communication Equipment
THO,Consumer Cyclical,Recreational Vehicles
CNSL,Communication Services,Telecom Services
WTRH,Technology,Software—Application
IGA,Financial Services,Asset Management
TTMI,Technology,Electronic Components
ATGE,Consumer Defensive,Education & Training Services
VRSK,Industrials,Consulting Services
ACTG,Industrials,Specialty Business Services
HDSN,Basic Materials,Specialty Chemicals
CPS,Consumer Cyclical,Auto Parts
DFS,Financial Services,Credit Services
BLK,Financial Services,Asset Management
INGR,Consumer Defensive,Packaged Foods
XBIT,Healthcare,Biotechnology
SRC,Real Estate,REIT—Diversified
TCBI,Financial Services,Banks—Regional
FCREX,Fund,
ULTA,Consumer Cyclical,Specialty Retail
IMCI,Technology,Information Technology Services
BTCS,Financial Services,Capital Markets
AHNR,Basic Materials,Other Precious Metals & Mining
THW,Financial Services,Asset Management
IWSY,Technology,Software—Application
FKYS,Financial Services,Banks—Regional
BCX,Financial Services,Asset Management
HII,Industrials,Aerospace & Defense
RBB,Financial Services,Banks—Regional
LH,Healthcare,Diagnostics & Research
VFL,Financial Services,Asset Management
COMS,Communication Services,Telecom Services
MYMD,Healthcare,Biotechnology
PED,Energy,Oil & Gas E&P
VAQC,Financial Services,Shell Companies
AYLA,Healthcare,Biotechnology
HUM,Healthcare,Healthcare Plans
MNSB,Financial Services,Banks—Regional
ACUR,Healthcare,Drug Manufacturers—Specialty & Generic
CLX,Consumer Defensive,Household & Personal Products
LQDA,Healthcare,Biotechnology
STER,Technology,Software—Infrastructure
AHPI,Healthcare,Medical Devices
PATH,Technology,Software—Infrastructure
MCCX,Technology,Software—Application
EYPT,Healthcare,Biotechnology
ENTA,Healthcare,Biotechnology
FBC,Financial Services,Banks—Regional
AZO,Consumer Cyclical,Specialty Retail
CNA,Financial Services,Insurance—Property & Casualty
TIPT,Financial Services,Insurance—Specialty
ZIP,Industrials,Staffing & Employment Services
TRCK,Technology,Scientific & Technical Instruments
PAYC,Technology,Software—Application
TAIT,Technology,Electronics & Computer Distribution
TYDE,Consumer Cyclical,Packaging & Containers
EPC,Consumer Defensive,Household & Personal Products
ATNF,Healthcare,Biotechnology
GSPE,Energy,Oil & Gas E&P
TOPS,Industrials,Marine Shipping
INUV,Communication Services,Advertising Agencies
CIK,Financial Services,Asset Management
GILD,Healthcare,Drug Manufacturers—General
PTIX,Healthcare,Biotechnology
EPAM,Technology,Information Technology Services
ILAL,Real Estate,Real Estate—Development
CHRS,Healthcare,Biotechnology
RFMZ,Fund,
QHYG,Industrials,Waste Management
CHD,Consumer Defensive,Household & Personal Products
LIAN,Healthcare,Biotechnology
VTN,Financial Services,Asset Management
RLTY,Fund,
RCII,Industrials,Rental & Leasing Services
VPLM,Communication Services,Telecom Services
CIGI,Real Estate,Real Estate Services
PHGE,Healthcare,Biotechnology
TRAQ,Financial Services,Shell Companies
BDGY,Industrials,Conglomerates
BJRI,Consumer Cyclical,Restaurants
VIVE,Healthcare,Medical Devices
EQ,Healthcare,Biotechnology
WMB,Energy,Oil & Gas Midstream
IAA,Industrials,Specialty Business Services
CVET,Healthcare,Medical Distribution
FBHS,Industrials,Building Products & Equipment
ALBO,Healthcare,Biotechnology
SGMD,Basic Materials,Paper & Paper Products
SMBC,Financial Services,Banks—Regional
OCUL,Healthcare,Biotechnology
VGI,Financial Services,Asset Management
SAGE,Healthcare,Biotechnology
GEOS,Energy,Oil & Gas Equipment & Services
DMB,Financial Services,Asset Management
KN,Technology,Communication Equipment
NATI,Technology,Software—Application
ORIA,Financial Services,Shell Companies
USCB,Financial Services,Banks—Regional
CSTL,Healthcare,Diagnostics & Research
SDSYA,Fund,
KTF,Financial Services,Asset Management
SHO,Real Estate,REIT—Hotel & Motel
ALRS,Financial Services,Banks—Regional
GWIN,Financial Services,Shell Companies
BBN,Financial Services,Asset Management
GNCA,Healthcare,Biotechnology
AFL,Financial Services,Insurance—Life
ORC,Real Estate,REIT—Mortgage
LVLU,Consumer Cyclical,Apparel Retail
DKNG,Consumer Cyclical,Gambling
NS,Energy,Oil & Gas Midstream
CVLG,Industrials,Trucking
GRYN,Healthcare,Drug Manufacturers—Specialty & Generic
BDL,Consumer Cyclical,Restaurants
ISLE,Financial Services,Shell Companies
THPTF,Technology,Semiconductors
HLGN,Utilities,Utilities—Renewable
SBSI,Financial Services,Banks—Regional
RVIC,Real Estate,REIT—Retail
GEVO,Basic Materials,Specialty Chemicals
DSM,Financial Services,Asset Management
TDNT,Consumer Defensive,Packaged Foods
SAML,Consumer Cyclical,Footwear & Accessories
CETY,Industrials,Specialty Industrial Machinery
BCSF,Financial Services,Asset Management
GGG,Industrials,Specialty Industrial Machinery
PCSA,Healthcare,Biotechnology
EMN,Basic Materials,Specialty Chemicals
PLYA,Consumer Cyclical,Resorts & Casinos
SHW,Basic Materials,Specialty Chemicals
AERI,Healthcare,Drug Manufacturers—Specialty & Generic
GRIL,Consumer Cyclical,Restaurants
ESM,Financial Services,Shell Companies
ANTX,Healthcare,Biotechnology
CPMD,Healthcare,Drug Manufacturers—Specialty & Generic
BL,Technology,Software—Application
MACK,Healthcare,Biotechnology
NRGV,Utilities,Utilities—Renewable
CZWI,Financial Services,Banks—Regional
FGPR,Energy,Oil & Gas Refining & Marketing
CCL,Consumer Cyclical,Travel Services
FSD,Financial Services,Asset Management
SENR,Industrials,Waste Management
CAAS,Consumer Cyclical,Auto Parts
K,Consumer Defensive,Packaged Foods
HZON,Financial Services,Shell Companies
BGB,Financial Services,Asset Management
VOXX,Technology,Consumer Electronics
DIGP,Healthcare,Diagnostics & Research
LAZY,Consumer Cyclical,Auto & Truck Dealerships
BSVN,Financial Services,Banks—Regional
LII,Industrials,Building Products & Equipment
VLO,Energy,Oil & Gas Refining & Marketing
HURN,Industrials,Consulting Services
MAX,Communication Services,Internet Content & Information
SMFR,Healthcare,Health Information Services
GNLN,Consumer Defensive,Tobacco
RVNC,Healthcare,Biotechnology
IRDM,Communication Services,Telecom Services
INVU,Technology,Software—Application
IHIT,Financial Services,Asset Management
GEEX,Financial Services,Shell Companies
ENPH,Technology,Solar
VRNOF,Healthcare,Drug Manufacturers—Specialty & Generic
LRCX,Technology,Semiconductor Equipment & Materials
JOE,Real Estate,Real Estate—Diversified
RLMD,Healthcare,Biotechnology
PEAR,Healthcare,Health Information Services
WQGA,Financial Services,Shell Companies
FIXX,Healthcare,Biotechnology
